Nintendo,Nintendo
Legacy Interactive,JoWood Productions
Transmission Games,Ubisoft
K2/Kurogane,Rising Star Games
Gaijin Games,Rising Star Games
Culture Brain,Disney Interactive Studios
Beenox/Other Ocean Interactive,Activision
Tripwire Interactive,Tripwire Interactive
JV Games Inc.,Electronic Arts
Top Heavy Studios,Gathering of Developers
Dreamcatcher,DreamCatcher Interactive
DSI Games,Zoo Digital Publishing
Ubisoft/Moss,Ubisoft
Atari/Atari SA,Atari
Pam Development/2K Sports,D3Publisher
Microids/Dreamcatcher,Mindscape
Virtual Air Guitar Company,Black Bean Games
Big Blue Bubble Inc./Scholastic/Inc.,Scholastic Inc.
Venan Entertainment/Cashmere Prod.,SouthPeak Games
Sunflowers Interactive,Touchstone
Rocksteady Studios/Iron Galaxy Studios,Warner Bros. Interactive Entertainment
Deck 13,DTP Entertainment
IR Gurus Interactive Ltd.,Codemasters
Phosphor Games Studio/LLC,Warner Bros. Interactive Entertainment
Slam Games,Zoo Digital Publishing
Outrage Games,THQ
Platinum Egg,Natsume
Attention Software,Electronic Arts
Premium Agency,Namco Bandai Games
Syscom,Take-Two Interactive
GlyphX Games,THQ
ACOT,Ubisoft
Axis Entertainment,XS Games
Hot Lava Games,Funsta
Nfusion,Midway Games
eV Interactive,Mastiff
Kokolo Corporation,Majesco Entertainment
Curly Monsters,Microsoft Game Studios
Curious Pictures,THQ
Psikyo,Midas Interactive Entertainment
Tiertex Design Studios,Electronic Arts
Graffiti Entertainment,Graffiti
Deep Fried Entertainment,Take-Two Interactive
Warashi,D3Publisher
Beep Industries,Microsoft Game Studios
I-Imagine,BAM! Entertainment
Stormregion,Deep Silver
Mindscape Inc./Mindscape,Mindscape
Kung Fu Factory,505 Games
Game Arts/Japan Art Media (JAM),Rising Star Games
Midway Studios - Newcastle,Midway Games
Infogrames,Infogrames
BIP Games,Atari
EM Studios,Zushi Games
Acclaim Studios Manchester,Acclaim Entertainment
Prope/Kadokawa,Nippon Ichi Software
Cosmigo,Telegames
Zeroscale,Zoo Digital Publishing
Moss,Moss
369 Interactive,Ubisoft
puzzle.tv,Telegames
Visual Sciences,Electronic Arts
Animation Arts,Deep Silver
Razorback Developments,THQ
Nippon Ichi Software/Hit Maker,Nippon Ichi Software
Tactical Development,Global Star
Artificial Studios/Immersion Software & Graphics,SouthPeak Games
Empire Oxford,Empire Interactive
Most Wanted Entertainment,Midway Games
Funatics Software/Funatics,Ubisoft
Microsoft Game Studios Japan,Microsoft Game Studios
SNK,SNK
Black Hole Games,Deep Silver
Frima Studio,THQ
Agatsuma Entertainment,O3 Entertainment
EA Tiburon/n-Space,Electronic Arts
Halfbrick Studios,THQ
WorkJam,PQube
Void Productions,Majesco Entertainment
Trickstar Games,Deep Silver
Santa Entertainment,Funbox Media
Digital Embryo,Majesco Entertainment
Micro Cabin,Tecmo Koei
Big Head Games Ltd.,505 Games
Guildford Studio,Codemasters
Big Blue Entertainment,Zoo Games
Amaze Entertainment/Vivendi Games,Vivendi Games
Supersonic Software,Hasbro Interactive
Bionic Games,Capcom
Various,Sony Computer Entertainment
Aqua Pacific/In2Games,Valcon Games
BeeWorks,505 Games
Mere Mortals,Ubisoft
Coyote Console,Zoo Digital Publishing
Happy Happening,505 Games
Zed Two Limited,3DO
Pentavision Entertainment,PM Studios
XPEC Entertainment Inc.,The Adventure Company
Behavior Studios,Electronic Arts
Immersion Software & Graphics,Konami Digital Entertainment
Gameinvest,Oxygen Interactive
Vanguard,Atlus
Koolhaus Games,Activision
Idea Factory,Ackkstudios
KING Art,HMH Interactive
Deep Silver/Keen Games,Deep Silver
Microids,Microids
Koei/Inis,THQ
Seamless Entertainment/Inc.,Tecmo Koei
Petroglyph,Sega
Joindots/Mastertronic,Mastertronic
Arts Software,Eidos Interactive
Raylight Studios,Activision
Monolith Soft/Namco Bandai Games,Unknown
Digital Mayhem,Virgin Interactive
Daedalic Entertainment,Deep Silver
Pronto Games,505 Games
RED Entertainment/Compile Heart,Compile Heart
Global A,Rising Star Games
Clockwork Games,Acclaim Entertainment
The Behemoth,Zoo Digital Publishing
Hoplite Research,Midway Games
Ivolgamus,Activision
Kemco,Kemco
Doki Denki,Gotham Games
THQ/AWE Games,THQ
Starsphere Interactive,Global Star
Other Ocean Interactive,Capcom
Kadokawa,Nippon Ichi Software
Milestone,Capcom
Loose Cannon Studios,Konami Digital Entertainment
Scientifically Proven,Crave Entertainment
8Monkey Labs,Phantom EFX
Crave/DTP Entertainment,Conspiracy Entertainment
odenis studio,Ghostlight
Realmforge Studios,Kalypso Media
Freedom Factory Studios,Namco Bandai Games
Atomic Motion,Evolved Games
Sarbakan Inc.,Zoo Digital Publishing
Black Ship Games,Atari
Gravity-I,Zoo Digital Publishing
Entersphere/Inc.,Square Enix
Infinite Machine,THQ
Deadline Games,Eidos Interactive
Silicon Dreams,Electronic Arts
Aqua Pacific,DreamCatcher Interactive
ProSoft,Virgin Interactive
Isopod Labs,Konami Digital Entertainment
Activision/Activision Blizzard,Activision
SCE/WWS/SCE Japan Studio,Sony Computer Entertainment
Mastertronic/V5 Play Studio,Mastertronic
Spark Unlimited/comcept,Tecmo Koei
Ambrella/The Pokemon Company,Nintendo
Neverland/Idea Factory,Nobilis
Hit Maker,Nippon Ichi Software
Red Tribe/Brash Entertainment,Brash Entertainment
Metro3D,Metro 3D
Blue Omega,Codemasters
Zushi Games Ltd,Zushi Games
2K Play,Take-Two Interactive
Housemarque,Atari
EA Canada/Exient Entertainment,Electronic Arts
Activision/Traveller's Tales,Activision
O-Games,O-Games
Jack of All Games/eV Interactive,Mastiff
S-Neo,505 Games
G1M2,Majesco Entertainment
TimeGate Studios/Day 1 Studios,Vivendi Games
iRock Interactive,Big Ben Interactive
Climax Studios,Ubisoft
Little Orbit,Little Orbit
Tabot,Sega
Indi,Natsume
ECI,DSI Games
SilverBirch Studios,Activision
Valcon Games,Valcon Games
Gulti,Valcon Games
Tectonic Studios,Majesco Entertainment
EA Canada/Sensory Sweep,Electronic Arts
Wide Games,Atari
Amedio,Tomy Corporation
NATSUME ATARI Inc.,Hudson Soft
Digital Leisure Inc.,Majesco Entertainment
Noise Factory,Ignition Entertainment
Mobile 21,Konami Digital Entertainment
Maximum Family Games,GSP
Foundation 9 Entertainment,Konami Digital Entertainment
Icon Games,Zoo Games
Kando Games,Nintendo
DTP Entertainment,DTP Entertainment
Telenet,Eidos Interactive
Osaka Studio,Ubisoft
Kheops Studio,The Adventure Company
Namco Bandai Games/Monkey Bar Games,Namco Bandai Games
UGA,Agetec
Toka,Swing! Entertainment
Egosoft,Koch Media
Mid Carolina Media,Zoo Digital Publishing
Velez & Dubail,Ubisoft
THQ/Independent Arts,Eidos Interactive
Mekensleep,Eidos Interactive
Milestone/Milestone S.r.l,Namco Bandai Games
Wicked Studios,Majesco Entertainment
Revistronic,Playlogic Game Factory
MileStone Inc.,Milestone
Metropolis Software,Playlogic Game Factory
Anchor Bay Entertainment,Activision
Spike Chunsoft/Chime,Aksys Games
Pinegrow,505 Games
Ubisoft Barcelona,Ubisoft
Roxor Games,RedOctane
Success,Natsume
Fatshark AB,Deep Silver
Runic Games,JoWood Productions
Neopica,Crave Entertainment
Trine Games,DreamCatcher Interactive
SpiderMonk,SouthPeak Games
Koei Canada,Tecmo Koei
Paradox Development Studio,Paradox Interactive
Direct Action Games,Zoo Digital Publishing
5000ft,Myelin Media
Awesome Play Ltd.,Bethesda Softworks
Art Co./Ltd.,D3Publisher
StudioBlack Games,Crave Entertainment
exozet,DTP Entertainment
Yoostar Entertainment Group,Unknown
Vogster,Tecmo Koei
Skonec,Ignition Entertainment
ZeptoLab,Activision
G-Artists,Atari
Idol FX,Unknown
Goshow,Tecmo Koei
Leviathan Games,Konami Digital Entertainment
Box Clever Interactive,Namco Bandai Games
Attractive Games,Majesco Entertainment
Sabertooth Games,Namco Bandai Games
Ubisoft/FunHouse,Ubisoft
Enterbrain,Enterbrain
Universomo,THQ
Global Star Software,Take-Two Interactive
Metanet Software Inc./SilverBirch Studios,Atari
Purple Hills,PlayV
Interactive Brains,505 Games
Doublesix,505 Games
Synetic,TDK Mediactive
Jupiter Multimedia,Hudson Entertainment
Epicenter Interactive,Zoo Digital Publishing
Interplay,Avalon Interactive
Monte Cristo Multimedia,Focus Home Interactive
Plato,Ubisoft
Silver Wish Games,Take-Two Interactive
Runtime,Enterbrain
Gammick Entertainment,Deep Silver
DiP Interactive,505 Games
Klein Computer Entertainment,Capcom
IronNos Co. Ltd.,Sega
DreamRift,Majesco Entertainment
Snapdragon,Destineer
Brainbox Games,Groove Games
Kunos Simulazioni,505 Games
MBA International,Nobilis
505 Games/Sarbakan Inc.,505 Games
Nikitova Games,Zoo Digital Publishing
Extra Mile Studios,Zoo Games
Nitro+,PQube
Humongous Entertainment/Mistic Software,Majesco Entertainment
Mystic Software,Game Factory
Sonic Powered,Nobilis
Whitebear,Playlogic Game Factory
Nordic Games Publishing,Nordic Games
EA Japan Studio,Electronic Arts
Headfirst Productions,Take-Two Interactive
Pendulo Studios,Focus Home Interactive
Mikoishi,THQ
Conspiracy Entertainment,Conspiracy Entertainment
10tacle Studios/Fusionsphere Systems,Koch Media
Arkedo Studio,SouthPeak Games
Farmind Ltd,Activision
GSC Game World,Namco Bandai Games
Midas Interactive Entertainment,Midas Interactive Entertainment
BattleBorne,Unknown
Valhalla Game Studios,Nintendo
Quicksilver Software,Ubisoft
Treyarch/Infinity Ward,Activision
Orbital Media/Inc.,Zoo Digital Publishing
Left Field Productions/Zoo Games,Evolved Games
Anino Entertainment,Destineer
SingleTrac,Infogrames
Rebellion/Neversoft Entertainment,Activision
Design Factory,Idea Factory
Andamiro U.S.A. Corp.,Mastiff
KnowWonder,Electronic Arts
Zoonami Ltd.,Eidos Interactive
Cave Barn,Vivendi Games
Radius9,Majesco Entertainment
Zig Zag,Deep Silver
Eutechnyx/Deep Silver,Deep Silver
Iron Lore Entertainment,THQ
Ninja Studio,Success
Slitherine,Black Bean Games
Fluid Studios,Ubisoft
Codo Games,Atari
Red Wagon Games,Avanquest
CI Games,City Interactive
Cowboy Rodeo,Graffiti
Playrix Entertainment,Mastertronic
LDW,PQube
Imagineer,Ubisoft
Rising Star Games,Rising Star Games
1C: Maddox Games,Ubisoft
Fresh 3D,Unknown
Studio Archcraft,Graffiti
THQ/1C/1C Company,1C Company
Just For Fun,SouthPeak Games
Eidos Interactive/Tantalus Interactive,Eidos Interactive
Neon Studios,JoWood Productions
Blast! Entertainment Ltd,Blast! Entertainment Ltd
Navarre Corp,Unknown
Buka Entertainment/Targem Games,505 Games
Ubisoft Porto Alegre,Ubisoft
SmartDog,Avalon Interactive
Iridon Interactive AB,Majesco Entertainment
Next Level Games/Nintendo,Nintendo
Taito Corporation/505 Games,Taito
One Man Band,Majesco Entertainment
Carapace,Infogrames
Big John Games,Destineer
PuzzleKings,Acclaim Entertainment
Dusenberry Martin Racing,Dusenberry Martin Racing
Liquid Dragon Studios,Navarre Corp
Tigon,Activision Value
Stainless Steel Studios,Vivendi Games
Braingame,Deep Silver
Frame Studios Interactive,Crave Entertainment
Max Five,Max Five
SouthPeak Games,Asylum Entertainment
VSTEP,Paradox Interactive
Flying Tiger Development,Namco Bandai Games
Konami Software Shanghai,Konami Digital Entertainment
Bright Future GmbH,Electronic Arts
Hyper-Devbox,505 Games
SkyRiver Studios,Zoo Digital Publishing
Avit-Niigata,Arc System Works
KUNST-STOFF,Ubisoft
Killaware,Rising Star Games
Torus Games/Little Orbit,Little Orbit
F84 Games,Destineer
InterActive Vision Games,505 Games
SystemSoft,Kool Kizz
Targem Games/TopWare Interactive,TopWare Interactive
G.Rev,Ubisoft
Fusionsphere Systems,DreamCatcher Interactive
Opera House,Starfish
Foreign Media,Foreign Media Games
Examu/Marvelous Inc.,Marvelous Interactive
Gaslamp Games,Unknown
Capcom/QLOC,Capcom
Ubisoft Osaka,Ubisoft
Paprikari,Avanquest
Snap Dragon Games,Flashpoint Games
7Raven Studios,Storm City Games
Wicked Witch Software,Alternative Software
Ascaron Entertainment GmbH,Ascaron Entertainment GmbH
Alawar Entertainment/Inc/Alawar Entertainment,Alawar Entertainment
Sabarasa Entertainment,Graffiti
Atari/Slightly Mad Studios/Atari SA,Unknown
Nival Interactive,Ubisoft
PopTop Software,Take-Two Interactive
Best Way,Unknown
M4 Limited,Atari
Hoget,Rising Star Games
Delta Factory,5pb
Naps Team,Zoo Games
XS Games,XS Games
Alchemist/Inti Creates,PQube
Blue 52,Hip Interactive
Dovetail Games,Unknown
Nightlight Studios,Activision
EnjoyUp Games,Destineer
Tilted Mill,Vivendi Games
Reloaded Productions/Reloaded Games Inc.,Iceberg Interactive
NoWay Studio,Graffiti
System Prisma,Nippon Ichi Software
CiRCLE,Capcom
Volition Inc./CD Projekt Red Studio/CD Projekt/CD Projekt Localisation Centre,THQ
Frozenbyte/Inc.,Focus Home Interactive
InLight Entertainment,Ignition Entertainment
2D Boy,2D Boy
Fusionsphere Systems/Animation Arts,Deep Silver
Gaia (Sony),Sony Computer Entertainment
Ironclad Games,Kalypso Media
People Can Fly,DreamCatcher Interactive
DreamCatcher Interactive,JoWood Productions
Enlight Software,JoWood Productions
Impressions Games,Vivendi Games
BattleGoat Studios,Paradox Interactive
Viva Media/Viva Media/LLC,Avanquest
CyberPlanet Interactive Public Co./Ltd./Maximum Family Games,Unknown
LSP,LSP Games
Voxler,FuRyu Corporation
Super Empire,Vivendi Games
Volition Inc./Reactor Zero,THQ
Eidos Montreal/Nixxes Software,Square Enix
Sonnori,Ubisoft
Big Fish Games,Focus Home Interactive
Magnin & Associates,Neko Entertainment
Tiwak,Microsoft Game Studios
Zuxxez,Zoo Digital Publishing
Opus Studio,Idea Factory
Gameinvest/Seed Studios/Lda,Majesco Entertainment
Introversion/Double Eleven,Introversion Software
Big Time Software,Paradox Interactive
Mentor Interactive,Conspiracy Entertainment
Magicpot,505 Games
Nitro Games,Paradox Interactive
Confounding Factor,SCi
Will,Oxygen Interactive
Eagle Dynamics,Ubisoft
Black Sea Studios,Sunflowers
Engine Software/Re-Logic,505 Games
PM Studios Inc./Pentavision Entertainment,CyberFront
zSlide,Atari
Big Blue Bubble Inc./Breakthrough New Media,Atari
Prograph,Zoo Digital Publishing
Celeris,Global Star
NEC Interchannel,Sega
Vicious Cycle/Little Orbit,Little Orbit
Panther Software,Xicat Interactive
Number None Inc./Knockout Games,Number None
Team6 Game Studios,Zoo Games
Targem Games,TopWare Interactive
Twelve Games,Oxygen Interactive
B-Alive,RTL
Machineworks Northwest/WXP,Activision
Headlock,Rising Star Games
Activision/Behaviour Interactive,Activision
Arrowhead Game Studios,Paradox Interactive
Mastertronic,Mastertronic
Sandlot Games,Destineer
EC Interactive Games,Zoo Digital Publishing
Frontier Developments/Various,Atari
Crea-Tech,Success
Glyphic Entertainment,Majesco Entertainment
Cyber Planet,Valcon Games
ZigZagIsland,Deep Silver
Paradox Interactive,Unknown
Neon Studios/Kaiko,Nordic Games
Gameness Art Software,Metro 3D
Dracue,Rising Star Games
Mindware Studios,DreamCatcher Interactive
EA Mythic,GOA
Atomic Planet Entertainment/Mud Duck Productions,Mastertronic
Minds-Eye Productions,Empire Interactive
SEK Ost,Deep Silver
Autumn Moon,DTP Entertainment
The Tangentlemen,Sony Computer Entertainment
Multimedia Intelligence Transfer,Atlus
Rainbow S.p.A.,Namco Bandai Games
Cryptic Studios,Atari
Edge Entertainment/Anima Project,Avanquest
FAKT Software,DTP Entertainment
1C/1C Company,Ubisoft
Boxed Dream,Kalypso Media
Lead Pursuit,Graphsim Entertainment
Punchline/Shirogumi,505 Games
Beluga Computer,Natsume
Kat Games,Zoo Games
Strawdog Studios,P2 Games
InterServ International,Sega
Trendy Entertainment,Unknown
United Coders/Wizardry Engineering,Destineer
Melesta,Mumbo Jumbo
Mediascape/CUBETYPE,Nippon Ichi Software
Easy Interactive,Unknown
JoWooD Entertainment AG,JoWood Productions
Master Creating,DTP Entertainment
Small Rockets,Aspyr
Mana Comp. Soft.,Lexicon Entertainment
Phenomedia,Phoenix Games
Touchdown Entertainment,Kemco
Turbine Inc.,Codemasters Online
Playstos Entertainment,Natsume
Enigma Software Productions,CDV Software Entertainment
Nvizzio Creations,Atari
Flagship Studios,Electronic Arts
ApolloSoft,Nippon Ichi Software
Ancient,Victor Interactive
Zoo Digital Publishing,Zoo Digital Publishing
UFO Interactive/CyberPlanet Interactive Public Co./Ltd.,UFO Interactive
Infogrames Sheffield,Infogrames
1C:Ino-Co,Paradox Interactive
Tose Software,Namco Bandai Games
Pterodon,Gathering of Developers
Strangelite,Empire Interactive
Deep Red,Atari
PAWS,Zushi Games
White Birds Productions,Nobilis
Agetec,DHM Interactive
Farsight Technologies,Konami Digital Entertainment
Tranji,Vivendi Games
Planet Interactive,BAM! Entertainment
Vicious Cycle/Infinite Interactive,D3Publisher
Telegames/Inc.,Telegames
Sanuk Software Co./Ltd./Sanuk Games,Big Ben Interactive
GameCo,Rondomedia
Oberon Media,Big Fish Games
Virtual Play Inc.,Virtual Play Games
Yuke's/Yuke's Company of America,Ignition Entertainment
Funbox Media,Unknown
Babylon Software,Wanadoo
Metia Interactive,D3Publisher
Flying Lab Software,Koch Media
Vanpool,Konami Digital Entertainment
Squashy Software,Funsta
Hokus Pokus,Ubisoft
oeFun,O3 Entertainment
Tate Interactive,JoWood Productions
Boomzap,Majesco Entertainment
1C/Ino-Co/1C Company,Paradox Interactive
Ino-Co,Paradox Interactive
Red 5 Software,Hudson Entertainment
CyberPlanet Interactive Public Co./Ltd.,N/A
Elixir Studios,Vivendi Games
The Odd Gentlemen,Activision
Compulsion Games,Focus Home Interactive
Camouflaj/LLC,Nippon Ichi Software
777 Studios,Aerosoft
Interworks Unlimited/Inc.,Interworks Unlimited/Inc.
Black Bean Games,Black Bean Games
DMA Design/Rockstar North,Take-Two Interactive
King of the Jungle,Encore
Spidersoft/Spiders,Focus Home Interactive
Tecmo/Graphic Research,Tecmo Koei
Battlefront.com/1C/1C Company,Kalypso Media
Blue Tea Games,Unknown
EA Phenomic,Electronic Arts
Empty Clip Studios,Zoo Games
Next Wave Team,Zoo Digital Publishing
Triple Eh? Ltd,Rising Star Games
TDK Mediactive,TDK Mediactive
Headgate,Electronic Arts
dtp Young Entertainment AG,CDV Software Entertainment
Coffee Stain Studios,Koch Media
Boston Animation,TDK Mediactive
React Games,Nordic Games
Bigben Interactive/Red Wagon Games,Big Ben Interactive
Papyrus,Vivendi Games
Inferno Games,Destination Software/Inc
Katauri Interactive,1C Company
High Moon Studios/Mercenary Technologies,Activision
Infinite Dreams/Paragon 5,Jaleco
Big Red Software,Codemasters
Atomic Games,Destineer
Interchannel-Holon,Majesco Entertainment
